posteam,posteam_type,defteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,qtr,down,ydstogo,ydsnet,yards_gained,epa,wp,def_wp,wpa,vegas_wpa,pass_attempt,season,cp,cpoe,goal_to_go,air_yards,field_goal_attempt,field_goal_result,kick_distance,score_differential,no_score_prob,opp_fg_prob,opp_td_prob,fg_prob,td_prob,punt_blocked,punt_inside_twenty,touchback,punt_attempt,fourth_down_converted,touchdown
ARI,away,SEA,ARI,56.0,239.0,239.0,4.0,4.0,11.0,37.0,0.0,-0.5345654,0.031555224,0.96844476,-0.011074293,-0.020726841,1.0,2022,0.24416879,-24.41688,0,31.0,0.0,,,-10.0,0.50198066,0.10352543,0.15773101,0.090764835,0.13962592,0.0,0.0,0.0,0.0,0.0,0.0
SEA,home,ARI,SEA,60.0,74.0,74.0,4.0,4.0,16.0,10.0,0.0,-0.10611757,0.99652714,0.0034728646,0.0,-0.00071531534,0.0,2022,,,0,,0.0,,,10.0,0.81915826,0.06266316,0.0583813,0.034517575,0.022433294,0.0,0.0,0.0,0.0,0.0,0.0
NYG,home,BAL,NYG,61.0,1689.0,1689.0,3.0,4.0,11.0,4.0,0.0,-0.43541187,0.36882457,0.6311754,-0.027030587,-0.01764898,0.0,2022,,,0,,0.0,,,-3.0,0.0059022,0.20716004,0.3362783,0.15213034,0.28870675,0.0,0.0,0.0,0.0,0.0,0.0
KC,home,BUF,BUF,15.0,1192.0,2992.0,1.0,4.0,2.0,80.0,6.0,2.3549094,0.67663366,0.32336634,0.05113697,0.075155795,0.0,2022,,,0,,0.0,,,0.0,0.0031296962,0.01866378,0.036997553,0.816425,0.123796254,0.0,0.0,0.0,0.0,1.0,0.0
BUF,away,KC,KC,3.0,397.0,2197.0,2.0,4.0,3.0,72.0,0.0,-2.7265549,0.43185627,0.5681437,-0.14424098,-0.08878088,1.0,2022,0.48069,-48.069,1,3.0,0.0,,,-4.0,0.03942972,0.018983006,0.022209464,0.8206073,0.09719883,0.0,0.0,0.0,0.0,0.0,0.0
BUF,away,KC,KC,46.0,857.0,857.0,4.0,4.0,3.0,29.0,0.0,-2.7183132,0.4304562,0.56954384,-0.026147395,-0.056331754,1.0,2022,0.3547973,-35.47973,0,16.0,0.0,,,0.0,0.06517514,0.1687592,0.2648248,0.18587874,0.30923775,0.0,0.0,0.0,0.0,0.0,0.0
BUF,away,KC,BUF,67.0,224.0,224.0,4.0,4.0,1.0,76.0,2.0,1.8610672,0.24302836,0.75697166,0.07677598,0.10019815,0.0,2022,,,0,,0.0,,,-3.0,0.43763176,0.12898381,0.18122901,0.09440068,0.15398714,0.0,0.0,0.0,0.0,1.0,0.0
CAR,away,LA,LA,43.0,931.0,2731.0,1.0,4.0,3.0,39.0,0.0,-0.6138995,0.5380551,0.46194488,-0.011130273,-0.018866599,0.0,2022,,,0,,0.0,,,3.0,0.0282934,0.15721458,0.2979673,0.19998509,0.30767184,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,CIN,CIN,48.0,34.0,34.0,4.0,4.0,17.0,22.0,0.0,-0.36804006,0.16879521,0.8312048,-0.14276706,-0.09299994,1.0,2022,0.19787475,-19.787476,0,43.0,0.0,,,-4.0,0.76558024,0.06222675,0.019613376,0.09103565,0.059589766,0.0,0.0,0.0,0.0,0.0,0.0
PHI,home,DAL,DAL,38.0,1108.0,2908.0,1.0,4.0,3.0,80.0,11.0,3.538699,0.6347595,0.3652405,0.07701415,0.039764583,1.0,2022,0.8189924,18.100761,0,-1.0,0.0,,,0.0,0.032271113,0.14450744,0.25218746,0.22555062,0.3359642,0.0,0.0,0.0,0.0,1.0,0.0
PHI,home,DAL,DAL,10.0,908.0,2708.0,1.0,4.0,4.0,80.0,0.0,2.9509525,0.655552,0.34444797,0.06558931,0.045494795,0.0,2022,,,0,,0.0,,,0.0,0.006937614,0.014724262,0.023847183,0.88543755,0.0681026,0.0,0.0,0.0,0.0,0.0,0.0
DAL,away,PHI,DAL,66.0,570.0,2370.0,2.0,4.0,1.0,9.0,0.0,-3.3613024,0.09985459,0.9001454,-0.020962775,-0.009621728,1.0,2022,0.6192622,-61.926224,0,12.0,0.0,,,-14.0,0.15322596,0.18525322,0.26827893,0.1318101,0.25529084,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,DEN,DEN,37.0,1750.0,3550.0,1.0,4.0,2.0,36.0,4.0,2.8702517,0.5561256,0.44387442,0.076250136,0.041165352,1.0,2022,0.75607353,24.392647,0,4.0,0.0,,,0.0,0.0040408643,0.14716978,0.20909932,0.27530587,0.35480002,0.0,0.0,0.0,0.0,1.0,0.0
LAC,home,DEN,DEN,29.0,900.0,900.0,4.0,4.0,2.0,41.0,0.0,-3.576923,0.5742779,0.42572212,-0.051354915,-0.085899055,1.0,2022,0.76018375,-76.01837,0,4.0,0.0,,,0.0,0.011511019,0.07103381,0.10681118,0.6351602,0.17381169,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,DEN,LAC,56.0,1.0,1.0,4.0,4.0,1.0,19.0,0.0,-0.11661179,0.6487717,0.3512283,-0.22070888,-0.25081882,1.0,2022,,,0,46.0,0.0,,,0.0,0.9330906,0.0020660071,0.011043558,0.035112057,0.014079133,0.0,0.0,0.0,0.0,0.0,0.0
JAX,away,IND,IND,32.0,974.0,974.0,3.0,4.0,1.0,47.0,-2.0,-4.267665,0.6468818,0.35311818,-0.14764786,-0.13513899,0.0,2022,,,0,,0.0,,,2.0,0.0139295235,0.09316069,0.14266199,0.41669762,0.3311308,0.0,0.0,0.0,0.0,0.0,0.0
JAX,away,IND,IND,42.0,348.0,348.0,4.0,4.0,1.0,84.0,2.0,2.0337636,0.21186686,0.78813314,0.08324367,0.1067889,0.0,2022,,,0,,0.0,,,-5.0,0.19171499,0.10715362,0.16986993,0.16827445,0.35655254,0.0,0.0,0.0,0.0,1.0,0.0
MIA,home,MIN,MIA,66.0,1711.0,1711.0,3.0,4.0,1.0,9.0,0.0,-3.773301,0.2629484,0.7370516,-0.0668658,-0.050022393,0.0,2022,,,0,,0.0,,,-7.0,0.0056355973,0.20818123,0.2963985,0.15422012,0.32824957,0.0,0.0,0.0,0.0,0.0,0.0
MIA,home,MIN,MIA,52.0,368.0,368.0,4.0,4.0,5.0,52.0,14.0,3.3589866,0.15430051,0.8456995,0.14525762,0.117672905,1.0,2022,0.67249244,32.750755,0,6.0,0.0,,,-6.0,0.2868731,0.13754693,0.20515385,0.14558055,0.21572565,0.0,0.0,0.0,0.0,1.0,0.0
CLE,home,NE,NE,18.0,840.0,2640.0,2.0,4.0,1.0,20.0,0.0,-3.8716078,0.595992,0.40400797,-0.075119406,-0.101017684,0.0,2022,,,0,,0.0,,,0.0,0.019516332,0.042084984,0.06922855,0.49293962,0.37467214,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,NE,CLE,63.0,1458.0,1458.0,3.0,4.0,9.0,7.0,0.0,-0.37242448,0.14276744,0.8572326,-0.0074605793,-0.015831053,0.0,2022,,,0,,0.0,,,-11.0,0.012048637,0.20153025,0.34731477,0.15452135,0.27790987,0.0,0.0,0.0,0.0,0.0,0.0
NE,away,CLE,50,50.0,1052.0,1052.0,3.0,4.0,3.0,2.0,0.0,-0.5637311,0.97210807,0.027891934,-0.0018501878,0.0015490651,0.0,2022,,,0,,0.0,,,18.0,0.03779467,0.18454427,0.3332608,0.176291,0.25836024,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,NE,CLE,57.0,442.0,442.0,4.0,4.0,2.0,65.0,37.0,4.3231964,0.029676674,0.9703233,0.03682512,0.040505763,1.0,2022,0.2887389,71.12611,0,33.0,0.0,,,-15.0,0.25575674,0.14628713,0.21044505,0.14363207,0.23446009,0.0,0.0,0.0,0.0,1.0,0.0
CLE,home,NE,NE,15.0,382.0,382.0,4.0,4.0,5.0,65.0,15.0,4.2641854,0.04084552,0.9591545,0.041782882,0.044731744,1.0,2022,0.3123417,68.76583,0,15.0,0.0,,,-15.0,0.050083857,0.018973157,0.029910238,0.82475674,0.07530893,0.0,0.0,0.0,0.0,1.0,1.0
CLE,home,NE,CLE,66.0,161.0,161.0,4.0,4.0,8.0,46.0,22.0,3.018178,0.00020759767,0.9997924,0.00030620035,0.00019166434,1.0,2022,0.33396208,66.60379,0,16.0,0.0,,,-23.0,0.52410203,0.12454695,0.15908892,0.08969047,0.09880029,0.0,0.0,0.0,0.0,1.0,0.0
CLE,home,NE,NE,37.0,113.0,113.0,4.0,4.0,3.0,46.0,0.0,-0.9090318,0.0002741113,0.9997259,-0.00012176184,-9.597241e-05,1.0,2022,0.6367972,-63.679718,0,7.0,0.0,,,-23.0,0.52817196,0.08287262,0.055751305,0.18901694,0.13880156,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,NYJ,NYJ,46.0,144.0,1944.0,2.0,4.0,3.0,29.0,0.0,-2.3785841,0.4119677,0.5880323,-0.07886833,-0.074709415,1.0,2022,0.289178,-28.9178,0,27.0,0.0,,,-3.0,0.5001715,0.09560954,0.110135004,0.123311356,0.16367367,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,NYJ,GB,66.0,811.0,811.0,4.0,4.0,1.0,38.0,3.0,2.1718967,0.057847667,0.9421523,0.023499843,0.027242862,0.0,2022,,,0,,0.0,,,-14.0,0.06776697,0.19640556,0.29585624,0.14434773,0.2891759,0.0,0.0,0.0,0.0,1.0,0.0
GB,home,NYJ,NYJ,37.0,559.0,559.0,4.0,4.0,14.0,38.0,0.0,-2.0068507,0.039782055,0.96021795,-0.021491058,-0.029459383,1.0,2022,0.41273326,-41.273327,0,22.0,0.0,,,-14.0,0.09874158,0.16683942,0.23241712,0.25507355,0.23749952,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,away,GB,GB,1.0,157.0,157.0,4.0,4.0,1.0,58.0,0.0,-0.6965629,0.99862707,0.0013729334,-0.000119030476,-0.0003684163,0.0,2022,,,1,,0.0,,,14.0,0.2264504,0.011108284,0.021846797,0.3326165,0.40343547,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,NYJ,GB,67.0,120.0,120.0,4.0,4.0,2.0,8.0,0.0,-1.9435685,0.00068879384,0.9993112,-0.0001340534,-9.30953e-06,1.0,2022,0.7395101,-73.95101,0,5.0,0.0,,,-17.0,0.6847366,0.052434877,0.09548569,0.05111358,0.11356933,0.0,0.0,0.0,0.0,0.0,0.0
SF,away,ATL,ATL,19.0,158.0,158.0,4.0,4.0,2.0,80.0,0.0,-3.603827,0.01437876,0.9856212,-0.012825523,-0.010489254,1.0,2022,0.68079644,-68.07964,0,9.0,0.0,,,-14.0,0.13711949,0.014312091,0.03738515,0.66501164,0.14499436,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,TB,TB,11.0,1451.0,3251.0,1.0,4.0,1.0,66.0,1.0,1.3232119,0.6813168,0.3186832,0.041192055,0.028753102,0.0,2022,,,0,,0.0,,,0.0,0.0029834132,0.029907972,0.050584603,0.5020893,0.41273168,0.0,0.0,0.0,0.0,1.0,0.0
TB,away,PIT,PIT,17.0,1074.0,2874.0,1.0,4.0,10.0,60.0,0.0,0.34356654,0.25112623,0.7488738,0.013209939,0.0131264925,0.0,2022,,,0,,0.0,,,-7.0,0.0069131856,0.025395676,0.05062682,0.8668176,0.049273077,0.0,0.0,0.0,0.0,0.0,0.0
TB,away,PIT,PIT,11.0,1346.0,1346.0,3.0,4.0,11.0,69.0,0.0,0.13452347,0.38521665,0.61478335,0.040478706,0.012763023,0.0,2022,,,1,,0.0,,,-4.0,0.0017514934,0.013742144,0.025656413,0.9194967,0.03842066,0.0,0.0,0.0,0.0,0.0,0.0
TB,away,PIT,PIT,29.0,385.0,385.0,4.0,4.0,1.0,73.0,7.0,1.9302515,0.123530276,0.87646973,0.11133122,0.12157512,0.0,2022,,,0,,0.0,,,-8.0,0.12569153,0.074315615,0.09471712,0.38902557,0.31491333,0.0,0.0,0.0,0.0,1.0,0.0
TB,away,PIT,PIT,13.0,310.0,310.0,4.0,4.0,1.0,73.0,2.0,1.2464101,0.14048682,0.85951316,0.08013852,0.10640794,1.0,2022,0.72294194,27.705807,0,0.0,0.0,,,-8.0,0.08694851,0.018679295,0.042069387,0.47115064,0.37988538,0.0,0.0,0.0,0.0,1.0,0.0
CHI,home,WAS,WAS,21.0,1212.0,3012.0,1.0,4.0,1.0,61.0,2.0,1.5716654,0.60399586,0.39600414,0.05829835,0.05766943,0.0,2022,,,0,,0.0,,,0.0,0.006022988,0.06420395,0.07715043,0.47787875,0.37312567,0.0,0.0,0.0,0.0,1.0,0.0
CHI,home,WAS,WAS,1.0,685.0,2485.0,2.0,4.0,1.0,68.0,0.0,-3.8787396,0.63388646,0.36611354,-0.09275645,-0.022367954,0.0,2022,,,1,,0.0,,,0.0,0.02280653,0.027414288,0.047216922,0.31739053,0.58176553,0.0,0.0,0.0,0.0,0.0,0.0
WAS,away,CHI,WAS,58.0,498.0,498.0,4.0,4.0,1.0,4.0,0.0,-0.73455226,0.41781592,0.5821841,-0.03255266,-0.015566826,0.0,2022,,,0,,0.0,,,-1.0,0.17895521,0.1599801,0.24537432,0.14141527,0.26612997,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,WAS,WAS,43.0,154.0,154.0,4.0,4.0,11.0,27.0,0.0,-0.30964768,0.17076519,0.82923484,-0.0012706518,-0.020793498,0.0,2022,,,0,,0.0,,,-5.0,0.47230026,0.11345499,0.12984279,0.13393037,0.14222063,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,WAS,WAS,48.0,154.0,154.0,4.0,4.0,16.0,27.0,0.0,-2.098553,0.16949454,0.8305055,-0.06577662,-0.0546159,1.0,2022,0.6344456,-63.44456,0,13.0,0.0,,,-5.0,0.46319383,0.120555334,0.15618464,0.11758038,0.13446401,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,WAS,WAS,4.0,35.0,35.0,4.0,4.0,4.0,61.0,3.0,-2.3685815,0.4130649,0.5869351,-0.37377846,-0.29132414,1.0,2022,0.5388427,46.11573,1,3.0,0.0,,,-5.0,0.2894317,0.0036889666,0.006078546,0.5767365,0.12245152,0.0,0.0,0.0,0.0,0.0,0.0
CIN,home,ATL,ATL,27.0,1585.0,1585.0,3.0,4.0,1.0,30.0,0.0,-3.7609115,0.89447486,0.105525136,-0.038624108,-0.041824386,1.0,2022,0.6229738,-62.29738,0,12.0,0.0,,,11.0,0.0055105467,0.09669847,0.10630452,0.4262304,0.36342788,0.0,0.0,0.0,0.0,0.0,0.0
CIN,home,ATL,ATL,4.0,31.0,31.0,4.0,4.0,2.0,94.0,0.0,2.8690956,0.9997491,0.00025087595,9.7453594e-05,2.3007393e-05,0.0,2022,,,0,,0.0,,,18.0,0.24883354,0.0036277731,0.0034879853,0.6237139,0.116250806,0.0,0.0,0.0,0.0,0.0,0.0
CHI,away,NE,NE,41.0,281.0,281.0,4.0,4.0,1.0,17.0,0.0,-1.1660041,0.9988668,0.0011332035,-0.00016993284,-0.00039815903,0.0,2022,,,0,,0.0,,,19.0,0.293478,0.09976393,0.137433,0.15312475,0.30991882,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,CHI,50,50.0,172.0,172.0,4.0,4.0,2.0,36.0,0.0,-4.962055,0.00086557923,0.9991344,-0.00032514392,-5.271792e-05,1.0,2022,0.72026443,-72.02644,0,2.0,0.0,,,-19.0,0.44899574,0.106908925,0.14824532,0.117346495,0.1706595,0.0,0.0,0.0,0.0,0.0,0.0
CHI,away,NE,NE,2.0,27.0,27.0,4.0,4.0,2.0,7.0,-1.0,-2.9653044,0.9996755,0.0003244877,,,0.0,2022,,,1,,0.0,,,19.0,0.17803743,0.007638982,0.0061582434,0.6542257,0.1524228,0.0,0.0,0.0,0.0,0.0,0.0
CLE,away,BAL,BAL,9.0,1500.0,3300.0,1.0,4.0,1.0,75.0,1.0,1.68278,0.529271,0.470729,0.05797696,0.05312401,0.0,2022,,,0,,0.0,,,0.0,0.0027565805,0.033054244,0.059916012,0.538746,0.36381274,0.0,0.0,0.0,0.0,1.0,0.0
BAL,home,CLE,CLE,1.0,1363.0,1363.0,3.0,4.0,1.0,25.0,1.0,2.1150353,0.77506316,0.22493684,0.060651273,0.041057598,0.0,2022,,,1,,0.0,,,3.0,0.0027235004,0.025143495,0.04486021,0.30005446,0.6243868,0.0,0.0,0.0,0.0,1.0,1.0
BAL,home,CLE,CLE,49.0,815.0,815.0,4.0,4.0,1.0,38.0,11.0,2.7630928,0.83329755,0.16670245,0.05722004,0.039131224,0.0,2022,,,0,,0.0,,,7.0,0.065544106,0.16264945,0.24513012,0.17636469,0.34273013,0.0,0.0,0.0,0.0,1.0,0.0
CLE,away,BAL,BAL,37.0,129.0,129.0,4.0,4.0,5.0,42.0,0.0,-1.224272,0.3269252,0.67307484,-0.0377928,-0.041076243,0.0,2022,,,0,,0.0,,,-3.0,0.5293358,0.07850856,0.058928132,0.16756383,0.15943079,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,DAL,DET,59.0,268.0,2068.0,2.0,4.0,5.0,0.0,0.0,-0.21614441,0.6056114,0.39438862,-0.002363801,-0.019944549,0.0,2022,,,0,,0.0,,,3.0,0.32746312,0.13353276,0.22936238,0.11724483,0.18738395,0.0,0.0,0.0,0.0,0.0,0.0
DAL,home,DET,DET,40.0,1190.0,1190.0,3.0,4.0,9.0,-4.0,0.0,-0.32772794,0.7319014,0.2680986,-0.03046906,-0.023211956,0.0,2022,,,0,,0.0,,,4.0,0.01145568,0.1656065,0.28018335,0.23295121,0.29924595,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,GB,WAS,94.0,1581.0,3381.0,1.0,4.0,7.0,0.0,0.0,-0.30880892,0.5319519,0.4680481,-0.0010969639,-0.008488268,0.0,2022,,,0,,0.0,,,0.0,0.0060521783,0.31180257,0.40020794,0.105539344,0.16400926,0.0,0.0,0.0,0.0,0.0,0.0
GB,away,WAS,GB,60.0,95.0,1895.0,2.0,4.0,11.0,-2.0,0.0,-0.24296533,0.5384643,0.4615357,-0.011449277,-0.014910281,0.0,2022,,,0,,0.0,,,4.0,0.6949194,0.09757053,0.06261375,0.06391095,0.07840925,0.0,0.0,0.0,0.0,0.0,0.0
GB,away,WAS,WAS,37.0,687.0,687.0,4.0,4.0,1.0,38.0,0.0,-3.3543122,0.20045511,0.7995449,-0.054182455,-0.11651701,1.0,2022,0.75188,-75.187996,0,1.0,0.0,,,-6.0,0.052722204,0.13446559,0.20713921,0.24856605,0.35056746,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,GB,GB,37.0,29.0,29.0,4.0,4.0,3.0,33.0,0.0,-0.33226833,0.93543994,0.064560056,-0.0014218688,-0.01707673,0.0,2022,,,0,,0.0,,,2.0,0.7762473,0.028701847,0.0114814015,0.13651837,0.040953603,0.0,0.0,0.0,0.0,0.0,0.0
LV,home,HOU,LV,77.0,1074.0,2874.0,1.0,4.0,16.0,-16.0,0.0,-0.49934956,0.55755043,0.44244957,-0.005443096,-0.008888364,0.0,2022,,,0,,0.0,,,3.0,0.02027343,0.23823562,0.41626826,0.11170795,0.20692281,0.0,0.0,0.0,0.0,0.0,0.0
LV,home,HOU,HOU,33.0,41.0,1841.0,2.0,4.0,1.0,82.0,4.0,1.3414608,0.30100104,0.6989989,0.065241784,0.06977126,1.0,2022,0.73482615,26.517385,0,0.0,0.0,,,-7.0,0.3414417,0.0618963,0.021028562,0.3791874,0.19554904,0.0,0.0,0.0,0.0,1.0,0.0
HOU,away,LV,HOU,67.0,689.0,689.0,4.0,4.0,1.0,5.0,0.0,-0.72291577,0.2616791,0.7383209,-0.040493608,-0.018625453,0.0,2022,,,0,,0.0,,,-4.0,0.077248156,0.18881036,0.29434985,0.13758327,0.29608276,0.0,0.0,0.0,0.0,0.0,0.0
LV,home,HOU,HOU,20.0,452.0,452.0,4.0,4.0,1.0,81.0,0.0,1.8641629,0.83470404,0.16529596,0.032600105,0.05168861,0.0,2022,,,0,,0.0,,,4.0,0.05859342,0.049344324,0.07308568,0.4866253,0.3302329,0.0,0.0,0.0,0.0,0.0,0.0
HOU,away,LV,HOU,62.0,328.0,328.0,4.0,4.0,9.0,35.0,10.0,3.2844508,0.034536235,0.96546376,0.03490849,0.018932093,1.0,2022,0.7011716,29.882843,0,7.0,0.0,,,-11.0,0.27508202,0.15177658,0.25431278,0.12607585,0.18757376,0.0,0.0,0.0,0.0,1.0,0.0
HOU,away,LV,LV,14.0,71.0,71.0,4.0,4.0,6.0,66.0,0.0,-2.6969252,0.0013062336,0.99869376,-0.00096314924,-0.00055372383,1.0,2022,0.49214146,-49.214146,0,4.0,0.0,,,-18.0,0.14730446,0.010297584,0.010164709,0.7546196,0.07622563,0.0,0.0,0.0,0.0,0.0,0.0
TEN,home,IND,IND,5.0,120.0,1920.0,2.0,4.0,2.0,52.0,0.0,-0.16821642,0.8853914,0.114608586,-0.01528728,-0.010214031,0.0,2022,,,0,,0.0,,,10.0,0.116279036,0.011683497,0.016981531,0.69381046,0.15965945,0.0,0.0,0.0,0.0,0.0,0.0
IND,away,TEN,TEN,34.0,1345.0,1345.0,3.0,4.0,2.0,58.0,14.0,3.3688414,0.08481458,0.91518545,0.06527145,0.038787022,1.0,2022,0.5726469,42.73531,0,13.0,0.0,,,-13.0,0.0105387755,0.106926635,0.21109694,0.42877078,0.23945823,0.0,0.0,0.0,0.0,1.0,0.0
SF,home,KC,KC,33.0,115.0,1915.0,2.0,4.0,14.0,48.0,0.0,-0.8328634,0.5035453,0.49645472,0.0,-0.0017445087,0.0,2022,,,0,,0.0,,,-1.0,0.3309308,0.08069328,0.0621938,0.4461011,0.077145554,0.0,0.0,0.0,0.0,0.0,0.0
ARI,home,NO,NO,4.0,192.0,1992.0,2.0,4.0,1.0,75.0,2.0,2.221796,0.3193745,0.6806255,0.047224134,0.029685378,0.0,2022,,,0,,0.0,,,-8.0,0.12634265,0.015037561,0.02166525,0.4074885,0.4251249,0.0,0.0,0.0,0.0,1.0,0.0
NO,away,ARI,ARI,15.0,244.0,244.0,4.0,4.0,3.0,75.0,12.0,3.2623806,0.002920924,0.9970791,0.0020698395,0.001486864,1.0,2022,0.5712809,42.87191,0,8.0,0.0,,,-18.0,0.072584614,0.013188448,0.028768942,0.7736415,0.110896915,0.0,0.0,0.0,0.0,1.0,0.0
JAX,home,NYG,NYG,27.0,980.0,2780.0,1.0,4.0,1.0,70.0,2.0,1.7235336,0.6822125,0.31778753,0.05794835,0.036697507,1.0,2022,0.78081816,21.918184,0,2.0,0.0,,,1.0,0.018321635,0.08894508,0.11174605,0.42604506,0.3531929,0.0,0.0,0.0,0.0,1.0,0.0
JAX,home,NYG,50,50.0,8.0,1808.0,2.0,4.0,3.0,25.0,0.0,-0.15654801,0.48608062,0.51391935,0.005178213,0.040929317,1.0,2022,,,0,50.0,0.0,,,-2.0,0.9393848,0.0011479185,0.0054835915,0.041821796,0.010191666,0.0,0.0,0.0,0.0,0.0,0.0
NYG,away,JAX,JAX,3.0,1282.0,1282.0,3.0,4.0,2.0,72.0,0.0,-3.276302,0.4706515,0.5293485,-0.17017502,-0.12872475,1.0,2022,0.46952224,-46.952225,0,3.0,0.0,,,-4.0,0.0022967048,0.01575386,0.024134405,0.84108174,0.115151405,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,NYG,NYG,20.0,690.0,690.0,4.0,4.0,1.0,60.0,0.0,-3.9928448,0.81644773,0.18355227,-0.115047455,-0.12163004,0.0,2022,,,0,,0.0,,,4.0,0.03460931,0.061766054,0.076330416,0.4873286,0.33793002,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,NYG,JAX,60.0,22.0,22.0,4.0,4.0,15.0,74.0,28.0,2.9783223,0.055109933,0.9448901,0.1983745,0.23207332,1.0,2022,0.41361478,58.638523,0,22.0,0.0,,,-6.0,0.94747925,0.008587831,0.010176312,0.023321966,0.009422124,0.0,0.0,0.0,0.0,1.0,0.0
NYJ,away,DEN,NYJ,83.0,1462.0,3262.0,1.0,4.0,6.0,-1.0,0.0,-0.3572557,0.3539574,0.6460426,-0.017427534,-0.023498684,0.0,2022,,,0,,0.0,,,0.0,0.011602218,0.25575837,0.43235457,0.12010821,0.17321377,0.0,0.0,0.0,0.0,0.0,0.0
DEN,home,NYJ,NYJ,43.0,784.0,2584.0,2.0,4.0,1.0,14.0,1.0,2.0826657,0.57924545,0.42075455,0.06001854,0.044160843,0.0,2022,,,0,,0.0,,,-1.0,0.07235139,0.14938536,0.23458093,0.18758447,0.3424068,0.0,0.0,0.0,0.0,1.0,0.0
DEN,home,NYJ,NYJ,25.0,120.0,120.0,4.0,4.0,3.0,50.0,0.0,-2.8718326,0.16786577,0.83213425,-0.15003349,-0.10236499,1.0,2022,0.26136765,-26.136765,0,25.0,0.0,,,-7.0,0.20884036,0.04376873,0.04064292,0.59496933,0.1100457,0.0,0.0,0.0,0.0,0.0,0.0
DEN,home,NYJ,NYJ,49.0,37.0,37.0,4.0,4.0,10.0,31.0,0.0,-0.35656157,0.04090044,0.95909953,-0.031879276,-0.020994438,1.0,2022,0.1896627,-18.96627,0,46.0,0.0,,,-7.0,0.8624332,0.021042561,0.0119974725,0.055055667,0.0481974,0.0,0.0,0.0,0.0,0.0,0.0
PIT,away,MIA,50,50.0,879.0,2679.0,2.0,4.0,1.0,48.0,4.0,2.2260761,0.1425052,0.85749483,0.036775514,0.013962328,0.0,2022,,,0,,0.0,,,-13.0,0.06438332,0.17547232,0.23658131,0.17911291,0.33911744,0.0,0.0,0.0,0.0,1.0,0.0
MIA,home,PIT,PIT,14.0,1423.0,1423.0,3.0,4.0,3.0,58.0,0.0,-3.3736956,0.82278305,0.17721695,-0.07404691,-0.04983884,0.0,2022,,,0,,0.0,,,6.0,0.0023680942,0.015836429,0.032586955,0.87154007,0.07645581,0.0,0.0,0.0,0.0,0.0,0.0
PIT,away,MIA,PIT,68.0,66.0,66.0,4.0,4.0,6.0,62.0,21.0,1.8806971,0.11627913,0.8837209,0.12251525,0.083569,1.0,2022,0.4988614,50.11386,0,21.0,0.0,,,-6.0,0.82762045,0.05252354,0.03662128,0.03685301,0.044871517,0.0,0.0,0.0,0.0,1.0,0.0
LAC,home,SEA,SEA,32.0,1609.0,3409.0,1.0,4.0,1.0,9.0,0.0,-4.0587454,0.6424602,0.35753977,-0.06796488,-0.06848499,0.0,2022,,,0,,0.0,,,0.0,0.004518007,0.09423006,0.12498146,0.38287586,0.3904908,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,SEA,LAC,53.0,34.0,1834.0,2.0,4.0,10.0,17.0,0.0,-0.11632887,0.21881393,0.7811861,-0.012038201,-0.0056031644,0.0,2022,,,0,,0.0,,,-10.0,0.86746484,0.038680155,0.016060794,0.047829643,0.027507225,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,SEA,SEA,38.0,440.0,440.0,4.0,4.0,13.0,49.0,12.0,-1.4430296,0.034262408,0.9657376,-0.026957024,-0.026371513,1.0,2022,0.673098,32.690197,0,12.0,0.0,,,-14.0,0.16244859,0.14396912,0.226114,0.2384244,0.22009481,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,SEA,SEA,3.0,214.0,214.0,4.0,4.0,3.0,75.0,0.0,1.6520327,0.0032310882,0.9967689,0.00038638245,0.00018763775,0.0,2022,,,1,,0.0,,,-21.0,0.0683246,0.012623476,0.01762025,0.7807068,0.11922534,0.0,0.0,1.0,0.0,0.0,0.0
LAC,home,SEA,SEA,1.0,206.0,206.0,4.0,4.0,1.0,75.0,1.0,2.3307197,0.0036174706,0.99638253,-0.0016069302,0.00061006617,1.0,2022,0.6692654,33.07346,1,0.0,0.0,,,-21.0,0.08500537,0.01730212,0.024817958,0.29928812,0.5702936,0.0,0.0,0.0,0.0,1.0,1.0
