posteam,posteam_type,defteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,qtr,down,ydstogo,ydsnet,yards_gained,epa,wp,def_wp,wpa,vegas_wpa,pass_attempt,season,cp,cpoe,goal_to_go,air_yards,field_goal_attempt,field_goal_result,kick_distance,score_differential,no_score_prob,opp_fg_prob,opp_td_prob,fg_prob,td_prob,punt_blocked,punt_inside_twenty,touchback,punt_attempt,fourth_down_converted,touchdown
ATL,away,JAX,JAX,6.0,366.0,366.0,4.0,4.0,3.0,69.0,0.0,-2.6208558,0.048243932,0.95175606,-0.03332018,-0.031443205,1.0,2023,0.30802637,-30.802637,0,6.0,0.0,,,-13.0,0.046337392,0.015936153,0.022411931,0.81225795,0.102099344,0.0,0.0,0.0,0.0,0.0,0.0
BAL,away,CLE,CLE,37.0,1504.0,1504.0,3.0,4.0,1.0,-2.0,2.0,2.2539759,0.9362244,0.0637756,0.016434371,0.008284867,0.0,2023,,,0,,0.0,,,18.0,0.009792954,0.14469963,0.23771518,0.26353607,0.33372754,0.0,0.0,0.0,0.0,1.0,0.0
CLE,home,BAL,CLE,67.0,1238.0,1238.0,3.0,4.0,1.0,16.0,2.0,2.0995312,0.047219533,0.9527805,0.007919144,0.003004754,0.0,2023,,,0,,0.0,,,-18.0,0.025751276,0.20430963,0.28045517,0.15159619,0.33101657,0.0,0.0,0.0,0.0,1.0,0.0
CLE,home,BAL,CLE,85.0,810.0,810.0,4.0,4.0,12.0,11.0,0.0,0.45304868,0.010940748,0.98905927,0.001440675,0.0010779342,0.0,2023,,,0,,0.0,,,-18.0,0.076495536,0.2943295,0.35699627,0.10229182,0.16217722,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,BAL,CLE,80.0,810.0,810.0,4.0,4.0,7.0,11.0,0.0,-0.45304868,0.012381423,0.98761857,-0.001440675,-0.0010779342,0.0,2023,,,0,,0.0,,,-18.0,0.07914973,0.26590693,0.33709228,0.12697871,0.18395504,0.0,0.0,0.0,0.0,0.0,0.0
BAL,away,CLE,BAL,63.0,142.0,142.0,4.0,4.0,8.0,-3.0,0.0,-0.201844,0.99980813,0.00019186735,-2.4557114e-05,-3.2544136e-05,0.0,2023,,,0,,0.0,,,25.0,0.5014539,0.1287521,0.17342983,0.08183532,0.11191132,0.0,0.0,0.0,0.0,0.0,0.0
TEN,home,CIN,CIN,45.0,1255.0,3055.0,1.0,4.0,2.0,40.0,3.0,2.5188034,0.51146686,0.48853314,0.08441371,0.042137146,1.0,2023,0.7414724,25.852758,0,3.0,0.0,,,-3.0,0.018340481,0.1621685,0.23461857,0.19774336,0.37768131,0.0,0.0,0.0,0.0,1.0,0.0
CIN,away,TEN,TEN,37.0,298.0,298.0,4.0,4.0,13.0,55.0,1.0,-2.068306,0.0003873875,0.9996126,-0.00021089814,-0.00021879212,0.0,2023,,,0,,0.0,,,-24.0,0.32560527,0.121416144,0.13923413,0.22476327,0.18358792,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,DEN,DEN,47.0,1000.0,2800.0,1.0,4.0,1.0,75.0,1.0,1.9246231,0.29241532,0.7075847,0.069105566,0.037212774,0.0,2023,,,0,,0.0,,,-7.0,0.039370306,0.15761542,0.23184738,0.17933486,0.3841982,0.0,0.0,0.0,0.0,1.0,0.0
CHI,home,DEN,DEN,48.0,6.0,1806.0,2.0,4.0,5.0,31.0,0.0,-0.030813174,0.8974065,0.10259348,-0.0050373673,-0.020047069,0.0,2023,,,0,,0.0,,,14.0,0.9465911,0.0017904777,0.008340495,0.029476818,0.011835373,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,DEN,CHI,53.0,6.0,1806.0,2.0,4.0,10.0,31.0,0.0,-0.079296716,0.89236915,0.10763085,0.0008607805,-0.021003306,1.0,2023,,,0,50.0,0.0,,,14.0,0.9485338,0.0017108136,0.009084946,0.031571075,0.007455443,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,DEN,DEN,18.0,177.0,177.0,4.0,4.0,1.0,57.0,0.0,-3.6308084,0.6531231,0.34687692,-0.11670902,-0.16821873,0.0,2023,,,0,,0.0,,,0.0,0.23478347,0.018684547,0.03436072,0.47129732,0.23840691,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,DET,GB,86.0,1341.0,3141.0,1.0,4.0,16.0,-11.0,0.0,-0.2503394,0.38584322,0.6141568,-0.01167959,-0.008313507,0.0,2023,,,0,,0.0,,,-4.0,0.013578871,0.29222012,0.41483432,0.10238914,0.16972257,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,DET,DET,17.0,1474.0,1474.0,3.0,4.0,9.0,86.0,15.0,3.6996384,0.010832419,0.9891676,0.010261503,0.009944144,1.0,2023,0.38426438,61.573563,0,15.0,0.0,,,-24.0,0.0028376076,0.026727261,0.036123585,0.877049,0.056273036,0.0,0.0,0.0,0.0,1.0,0.0
DET,away,GB,GB,12.0,493.0,493.0,4.0,4.0,3.0,75.0,0.0,2.5673366,0.94566333,0.054336667,0.014088273,0.016161561,0.0,2023,,,0,,0.0,,,10.0,0.030956645,0.015966771,0.028381146,0.8495669,0.074205145,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,GB,GB,1.0,363.0,363.0,4.0,4.0,1.0,75.0,1.0,2.6789403,0.9664572,0.033542812,0.020913744,0.015189742,0.0,2023,,,1,,0.0,,,10.0,0.07273597,0.026236327,0.042533558,0.32236776,0.5319639,0.0,0.0,0.0,0.0,1.0,1.0
DET,away,GB,GB,24.0,71.0,71.0,4.0,4.0,3.0,27.0,5.0,1.4111893,0.99946576,0.00053423643,0.00021225214,0.00013673306,1.0,2023,0.70134026,29.865974,0,5.0,0.0,,,14.0,0.40866178,0.025453506,0.011041094,0.49997306,0.05328273,0.0,0.0,0.0,0.0,1.0,0.0
IND,home,LA,IND,61.0,1420.0,3220.0,1.0,4.0,7.0,9.0,0.0,-0.37695616,0.36042964,0.63957036,-0.009144604,-0.0058474243,0.0,2023,,,0,,0.0,,,-7.0,0.0060258345,0.1809217,0.34825355,0.17149845,0.28482494,0.0,0.0,0.0,0.0,0.0,0.0
LA,away,IND,IND,32.0,1226.0,3026.0,1.0,4.0,3.0,94.0,16.0,3.3044095,0.68244755,0.31755245,0.071118176,0.051282465,1.0,2023,0.62997913,37.002087,0,15.0,0.0,,,7.0,0.0053964313,0.0879161,0.1473288,0.58528626,0.1712226,0.0,0.0,0.0,0.0,1.0,0.0
IND,home,LA,LA,24.0,110.0,1910.0,2.0,4.0,5.0,46.0,0.0,-0.45307606,0.090262964,0.90973705,-0.0099976435,-0.008969836,0.0,2023,,,0,,0.0,,,-20.0,0.17966022,0.030507727,0.021652615,0.6782649,0.088363454,0.0,0.0,0.0,0.0,0.0,0.0
IND,home,LA,LA,31.0,1120.0,1120.0,3.0,4.0,7.0,11.0,0.0,-2.9585176,0.066044025,0.93395597,-0.022905223,-0.024875779,1.0,2023,0.7046461,-70.464615,0,6.0,0.0,,,-15.0,0.010093995,0.08471715,0.1210764,0.6689528,0.11361847,0.0,0.0,0.0,0.0,0.0,0.0
IND,home,LA,LA,21.0,188.0,188.0,4.0,4.0,4.0,83.0,17.0,3.3846865,0.097843915,0.9021561,0.1088447,0.09012525,1.0,2023,0.4717995,52.82005,0,14.0,0.0,,,-8.0,0.12630613,0.01948511,0.03415198,0.72513855,0.09367753,0.0,0.0,0.0,0.0,1.0,0.0
LAC,home,LV,LV,1.0,186.0,1986.0,2.0,4.0,1.0,35.0,1.0,2.3071947,0.88846296,0.11153704,0.014647885,0.009005392,0.0,2023,,,1,,0.0,,,10.0,0.087966256,0.015343199,0.023177296,0.29874206,0.5713941,0.0,0.0,0.0,0.0,1.0,1.0
LV,away,LAC,LAC,32.0,1367.0,1367.0,3.0,4.0,2.0,48.0,12.0,3.0159013,0.068702824,0.9312972,0.027129434,0.019000778,1.0,2023,0.7271154,27.28846,0,6.0,0.0,,,-17.0,0.00488406,0.0828952,0.1614447,0.5367558,0.21098533,0.0,0.0,0.0,0.0,1.0,0.0
LV,away,LAC,LAC,1.0,244.0,244.0,4.0,4.0,1.0,60.0,1.0,2.4621034,0.03605605,0.96394396,0.033502776,0.036959507,0.0,2023,,,1,,0.0,,,-14.0,0.07413873,0.01853701,0.03464152,0.31280893,0.5559252,0.0,0.0,0.0,0.0,1.0,1.0
LAC,home,LV,LAC,66.0,214.0,214.0,4.0,4.0,1.0,9.0,0.0,-3.077825,0.9113371,0.08866292,-0.1212206,-0.09971888,0.0,2023,,,0,,0.0,,,7.0,0.45151228,0.11466885,0.18483807,0.10043272,0.14493923,0.0,0.0,0.0,0.0,0.0,0.0
LV,away,LAC,LAC,22.0,167.0,167.0,4.0,4.0,10.0,31.0,19.0,3.8046293,0.162401,0.837599,0.1471173,0.1696831,1.0,2023,0.37612656,62.387344,0,19.0,0.0,,,-7.0,0.1656992,0.023080071,0.045179464,0.6841803,0.08050924,0.0,0.0,0.0,0.0,1.0,0.0
MIA,away,BUF,BUF,47.0,944.0,944.0,3.0,4.0,1.0,20.0,-8.0,-3.6863463,0.013582558,0.9864174,-0.0072228024,-0.008817978,1.0,2023,,,0,,0.0,,,-21.0,0.055863693,0.17191738,0.26512882,0.18198529,0.3177263,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,BUF,BUF,6.0,716.0,716.0,4.0,4.0,6.0,58.0,-11.0,-3.727386,0.00043207404,0.9995679,-0.0003636479,-5.372079e-05,1.0,2023,,,1,,0.0,,,-28.0,0.015857043,0.015558008,0.023039073,0.8971516,0.047414076,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,BUF,BUF,42.0,341.0,341.0,4.0,4.0,23.0,59.0,0.0,0.40012124,7.808057e-05,0.9999219,2.314787e-05,2.1590458e-06,0.0,2023,,,0,,0.0,,,-28.0,0.3103819,0.1336282,0.20050287,0.14798982,0.19636524,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,BUF,BUF,37.0,336.0,336.0,4.0,4.0,18.0,59.0,16.0,-0.96337855,0.00010122844,0.9998988,-1.3132776e-05,7.0599035e-06,1.0,2023,0.60311264,39.688736,0,10.0,0.0,,,-28.0,0.260148,0.13001825,0.17255814,0.24403249,0.183001,0.0,0.0,0.0,0.0,0.0,0.0
CAR,home,MIN,MIN,47.0,1214.0,3014.0,1.0,4.0,1.0,61.0,6.0,2.3566043,0.7851754,0.21482462,0.05589986,0.047770977,0.0,2023,,,0,,0.0,,,7.0,0.016841158,0.16243857,0.23556489,0.18189788,0.39529294,0.0,0.0,0.0,0.0,1.0,0.0
MIN,away,CAR,MIN,56.0,813.0,2613.0,2.0,4.0,2.0,64.0,5.0,2.78562,0.16157845,0.8384216,0.044297054,0.06064698,1.0,2023,0.7123882,28.761179,0,5.0,0.0,,,-10.0,0.068106264,0.18395144,0.313112,0.15051576,0.27555764,0.0,0.0,0.0,0.0,1.0,0.0
CAR,home,MIN,MIN,13.0,122.0,122.0,4.0,4.0,1.0,51.0,4.0,1.5979097,0.09848672,0.9015133,0.0906367,0.072521925,0.0,2023,,,0,,0.0,,,-8.0,0.16614582,0.01631254,0.027511667,0.47347662,0.31436425,0.0,0.0,0.0,0.0,1.0,0.0
CAR,home,MIN,MIN,18.0,61.0,61.0,4.0,4.0,18.0,51.0,-5.0,-2.9738224,0.08062153,0.91937846,-0.07191651,-0.059976935,1.0,2023,,,1,,0.0,,,-8.0,0.18107171,0.010743134,0.010525441,0.76086277,0.036114447,0.0,0.0,0.0,0.0,0.0,0.0
MIN,away,CAR,MIN,70.0,2.0,2.0,4.0,4.0,3.0,7.0,0.0,0.08760037,0.98976,0.010240018,0.010240018,0.0030964017,1.0,2023,,,0,20.0,0.0,,,8.0,0.92840004,0.0022539776,0.008404602,0.010309601,0.0052145463,0.0,0.0,0.0,0.0,0.0,0.0
NE,away,DAL,DAL,6.0,1304.0,3104.0,1.0,4.0,1.0,64.0,0.0,-1.0604881,0.50654566,0.49345434,-0.03316635,-0.013020486,0.0,2023,,,0,,0.0,,,-3.0,0.003647221,0.03298514,0.04850093,0.5076931,0.40425596,0.0,0.0,0.0,0.0,0.0,0.0
NE,away,DAL,DAL,41.0,829.0,2629.0,2.0,4.0,1.0,34.0,0.0,-3.3401709,0.2721946,0.7278054,-0.041638166,-0.022773042,0.0,2023,,,0,,0.0,,,-7.0,0.037502885,0.14831331,0.24408749,0.2113456,0.35130888,0.0,0.0,0.0,0.0,0.0,0.0
NE,away,DAL,DAL,40.0,1609.0,1609.0,3.0,4.0,2.0,35.0,0.0,-3.557059,0.015192894,0.98480713,-0.013170091,-0.007149567,1.0,2023,0.74762356,-74.76236,0,2.0,0.0,,,-25.0,0.0052750204,0.1515085,0.27589974,0.21594411,0.34505683,0.0,0.0,0.0,0.0,0.0,0.0
DAL,home,NE,NE,22.0,1126.0,1126.0,3.0,4.0,3.0,22.0,-9.0,-4.097806,0.99891734,0.0010826588,0.00025557406,-0.00019140457,1.0,2023,,,0,,0.0,,,28.0,0.0044335155,0.037168782,0.049963064,0.81337225,0.0939803,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,PIT,PIT,28.0,429.0,2229.0,2.0,4.0,1.0,39.0,0.0,-4.1522374,0.89417195,0.10582805,-0.03918366,-0.03946981,1.0,2023,0.58631384,-58.631386,0,1.0,0.0,,,13.0,0.09744135,0.06429865,0.09224267,0.42751715,0.31667066,0.0,0.0,0.0,0.0,0.0,0.0
PIT,away,HOU,HOU,33.0,976.0,976.0,3.0,4.0,1.0,34.0,-9.0,-4.636569,0.1487805,0.85121953,-0.05506143,-0.05997713,1.0,2023,,,0,,0.0,,,-10.0,0.018105995,0.09649464,0.15867747,0.3992854,0.3247493,0.0,0.0,0.0,0.0,0.0,0.0
NYG,home,SEA,SEA,27.0,1442.0,3242.0,1.0,4.0,1.0,48.0,0.0,-3.7412837,0.5696501,0.4303499,-0.063357055,-0.058566928,0.0,2023,,,0,,0.0,,,0.0,0.0064118654,0.08781638,0.11040672,0.43656668,0.35696936,0.0,0.0,0.0,0.0,0.0,0.0
SEA,away,NYG,SEA,82.0,38.0,1838.0,2.0,4.0,3.0,24.0,0.0,0.42153898,0.8255985,0.17440152,0.030825675,0.025614083,0.0,2023,,,0,,0.0,,,11.0,0.8660977,0.07621259,0.01897888,0.02133451,0.007963555,0.0,0.0,0.0,0.0,0.0,0.0
SEA,away,NYG,NYG,15.0,1447.0,1447.0,3.0,4.0,1.0,57.0,0.0,-4.175145,0.9078577,0.092142284,-0.07839212,-0.045208916,1.0,2023,0.73198086,-73.19809,0,0.0,0.0,,,11.0,0.0032102328,0.03529036,0.07417923,0.535874,0.34986776,0.0,0.0,0.0,0.0,0.0,0.0
NYG,home,SEA,SEA,16.0,1066.0,1066.0,3.0,4.0,1.0,52.0,10.0,2.113474,0.1700295,0.8299705,0.09136818,0.0735808,0.0,2023,,,0,,0.0,,,-11.0,0.010279483,0.04315291,0.06479589,0.48991382,0.38976738,0.0,0.0,0.0,0.0,1.0,0.0
NYG,home,SEA,NYG,58.0,839.0,839.0,4.0,4.0,5.0,2.0,6.0,3.0358787,0.01708543,0.98291457,0.009948226,0.0062853806,1.0,2023,0.67249244,32.750755,0,6.0,0.0,,,-18.0,0.07719387,0.18019907,0.32452998,0.15643263,0.24613498,0.0,0.0,0.0,0.0,1.0,0.0
NYG,home,SEA,NYG,59.0,216.0,216.0,4.0,4.0,5.0,10.0,-5.0,-2.554043,0.00092172733,0.9990783,-0.0002231609,5.9890153e-06,1.0,2023,,,0,,0.0,,,-21.0,0.48085755,0.096100315,0.18377063,0.09187942,0.13567278,0.0,0.0,0.0,0.0,0.0,0.0
SEA,away,NYG,NYG,28.0,75.0,75.0,4.0,4.0,3.0,7.0,0.0,-2.6229236,0.9996952,0.00030481815,-0.00089717505,-7.677314e-06,1.0,2023,0.7879189,-78.79189,0,-7.0,0.0,,,21.0,0.3493869,0.05144618,0.023029542,0.4806931,0.09369468,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,TB,TB,41.0,1625.0,3425.0,1.0,4.0,1.0,56.0,2.0,2.110875,0.5275349,0.4724651,0.08770937,0.032501698,0.0,2023,,,0,,0.0,,,0.0,0.0047579804,0.13841932,0.21215303,0.20278561,0.43288064,0.0,0.0,0.0,0.0,1.0,0.0
TB,away,NO,TB,80.0,1687.0,1687.0,3.0,4.0,15.0,-5.0,,0.003773421,0.8080581,0.19194192,-0.0,8.08239e-05,,2023,,,0,,,,,11.0,0.0036721232,0.2721238,0.43797138,0.10309826,0.1750015,,,0.0,,,
TB,away,NO,TB,68.0,1392.0,1392.0,3.0,4.0,1.0,16.0,0.0,-0.8698121,0.84329456,0.15670544,-0.014985859,-0.02631998,0.0,2023,,,0,,0.0,,,11.0,0.009658147,0.1832217,0.3588881,0.15168516,0.28809842,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,TB,NO,75.0,209.0,209.0,4.0,4.0,10.0,-6.0,-6.0,-3.2197328,0.008882834,0.9911172,-0.006869985,-0.006207602,1.0,2023,,,0,,0.0,,,-14.0,0.3402085,0.16761126,0.2816934,0.08795786,0.11780013,0.0,0.0,0.0,0.0,0.0,0.0
WAS,away,PHI,PHI,15.0,1526.0,3326.0,1.0,4.0,1.0,75.0,2.0,1.5169635,0.50272346,0.49727654,0.06665164,0.042729795,0.0,2023,,,0,,0.0,,,0.0,0.002434393,0.036580246,0.07285981,0.5353819,0.3511874,0.0,0.0,0.0,0.0,1.0,0.0
PHI,home,WAS,PHI,51.0,636.0,2436.0,2.0,4.0,1.0,20.0,0.0,-0.8886279,0.3412452,0.6587548,-0.0035909414,-0.011399865,0.0,2023,,,0,,0.0,,,-7.0,0.10627595,0.15211289,0.23762543,0.17221344,0.32430962,0.0,0.0,0.0,0.0,0.0,0.0
PHI,home,WAS,PHI,66.0,65.0,1865.0,2.0,4.0,1.0,52.0,3.0,0.9040156,0.22257881,0.7774212,0.03417279,0.04246515,0.0,2023,,,0,,0.0,,,-10.0,0.7280317,0.07571957,0.067254126,0.062017567,0.065174736,0.0,0.0,0.0,0.0,1.0,0.0
WAS,away,PHI,PHI,45.0,41.0,41.0,4.0,4.0,2.0,64.0,16.0,2.4926355,0.08509409,0.9149059,0.06163899,0.055365592,1.0,2023,0.7155109,28.44891,0,5.0,0.0,,,-7.0,0.79223573,0.025714597,0.01487904,0.07000086,0.09583781,0.0,0.0,0.0,0.0,1.0,0.0
PHI,home,WAS,50,50.0,433.0,433.0,5.0,4.0,1.0,23.0,2.0,2.0098314,0.41479647,0.5852035,0.21448883,0.21448883,0.0,2023,,,0,,0.0,,,0.0,0.27634314,0.13433035,0.17328797,0.16244654,0.24241653,0.0,0.0,0.0,0.0,1.0,0.0
BAL,away,PIT,PIT,23.0,19.0,1819.0,2.0,4.0,2.0,52.0,0.0,-2.4947877,0.798087,0.201913,-0.11807576,-0.06713031,1.0,2023,0.33798194,-33.798195,0,18.0,0.0,,,7.0,0.22407411,0.008072281,0.0037352305,0.6999004,0.06361872,0.0,0.0,0.0,0.0,0.0,0.0
BAL,away,PIT,BAL,72.0,20.0,20.0,4.0,4.0,7.0,-3.0,-6.0,-1.2855023,0.01799259,0.9820074,-0.01242182,-0.012423507,1.0,2023,,,0,,0.0,,,-7.0,0.9568663,0.013257638,0.009402467,0.011655422,0.007842928,0.0,0.0,0.0,0.0,0.0,0.0
CAR,away,DET,DET,39.0,1567.0,3367.0,1.0,4.0,4.0,31.0,,-0.0,0.42348778,0.5765122,-0.0,-0.0,,2023,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
CAR,away,DET,DET,39.0,1567.0,3367.0,1.0,4.0,4.0,31.0,0.0,-0.504605,0.42348778,0.5765122,-0.030916363,-0.022172868,0.0,2023,,,0,,0.0,,,0.0,0.006817556,0.15671195,0.2821828,0.22138137,0.325543,0.0,0.0,0.0,0.0,0.0,0.0
DET,home,CAR,CAR,37.0,612.0,2412.0,2.0,4.0,4.0,44.0,0.0,-3.0065894,0.78917944,0.21082056,-0.04602602,-0.023908056,1.0,2023,0.65352654,-65.35265,0,0.0,0.0,,,7.0,0.067890316,0.14912805,0.20816635,0.27385128,0.2898812,0.0,0.0,0.0,0.0,0.0,0.0
DET,home,CAR,CAR,29.0,476.0,2276.0,2.0,4.0,1.0,38.0,3.0,1.707685,0.8101337,0.1898663,0.046098888,0.015594006,0.0,2023,,,0,,0.0,,,7.0,0.07694858,0.085181765,0.101889,0.41750446,0.3163792,0.0,0.0,0.0,0.0,1.0,0.0
DET,home,CAR,CAR,37.0,1556.0,1556.0,3.0,4.0,1.0,32.0,0.0,2.2638233,0.9460406,0.05395943,0.016435206,0.0017954707,0.0,2023,,,0,,0.0,,,18.0,0.00484522,0.1300726,0.18553203,0.25816086,0.4136836,0.0,0.0,0.0,0.0,0.0,0.0
DET,home,CAR,CAR,38.0,1423.0,1423.0,3.0,4.0,16.0,32.0,0.0,-0.022817327,0.9541908,0.04580921,-0.004992664,-0.0005656481,0.0,2023,,,0,,0.0,,,18.0,0.007058936,0.16315423,0.28615302,0.25394022,0.27484354,0.0,0.0,0.0,0.0,0.0,0.0
CAR,away,DET,DET,1.0,120.0,120.0,4.0,4.0,1.0,75.0,1.0,2.4503968,0.0006146969,0.9993853,-0.0002263023,1.4915734e-06,1.0,2023,0.6502265,34.977352,1,0.0,0.0,,,-25.0,0.109906495,0.01684059,0.021912202,0.29383776,0.5517327,0.0,0.0,0.0,0.0,1.0,1.0
CHI,away,WAS,WAS,36.0,369.0,2169.0,2.0,4.0,1.0,57.0,1.0,1.7329259,0.86038893,0.13961107,0.01968348,0.031303704,0.0,2023,,,0,,0.0,,,14.0,0.20146634,0.09421441,0.13847035,0.2729953,0.28869164,0.0,0.0,0.0,0.0,1.0,0.0
WAS,home,CHI,WAS,83.0,159.0,159.0,4.0,4.0,18.0,1.0,9.0,-2.3837552,0.00077794224,0.99922204,-3.616244e-05,0.00036859224,1.0,2023,0.68887156,31.112844,0,7.0,0.0,,,-17.0,0.4519894,0.17696276,0.22535548,0.064607576,0.07655173,0.0,0.0,0.0,0.0,0.0,0.0
CIN,away,ARI,ARI,1.0,97.0,1897.0,2.0,4.0,1.0,70.0,0.0,-3.89206,0.48677978,0.5132202,-0.11054298,-0.04119149,0.0,2023,,,1,,0.0,,,-4.0,0.21512538,0.006247406,0.016265772,0.34163874,0.41426015,0.0,0.0,0.0,0.0,0.0,0.0
CIN,away,ARI,CIN,63.0,1.0,1801.0,2.0,4.0,12.0,5.0,0.0,0.0030327686,0.60436887,0.39563113,-0.0018249154,-0.016941726,0.0,2023,,,0,,0.0,,,3.0,0.96445936,0.0014448131,0.009953616,0.012374564,0.006213453,0.0,0.0,0.0,0.0,0.0,0.0
CIN,away,ARI,CIN,68.0,1.0,1801.0,2.0,4.0,17.0,5.0,-1.0,0.0,0.60254395,0.39745605,,,0.0,2023,,,0,,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,home,CIN,CIN,16.0,1009.0,1009.0,3.0,4.0,1.0,49.0,-1.0,-4.355442,0.4487845,0.5512155,-0.10754129,-0.13089415,0.0,2023,,,0,,0.0,,,-4.0,0.0077796406,0.04225361,0.051293213,0.49405247,0.40312454,0.0,0.0,0.0,0.0,0.0,0.0
ARI,home,CIN,ARI,67.0,301.0,301.0,4.0,4.0,2.0,8.0,0.0,-2.3362076,0.02060056,0.97939944,-0.015661063,-0.010089762,1.0,2023,0.55681527,-55.681526,0,15.0,0.0,,,-14.0,0.31698057,0.1329048,0.25066522,0.11012761,0.18275388,0.0,0.0,0.0,0.0,0.0,0.0
ARI,home,CIN,ARI,63.0,136.0,136.0,4.0,4.0,10.0,30.0,0.0,-2.0595367,0.0022075914,0.9977924,-0.00040705432,-0.0004987969,1.0,2023,0.30857372,-30.857372,0,25.0,0.0,,,-14.0,0.5980103,0.06056551,0.1173729,0.056941018,0.16287382,0.0,0.0,0.0,0.0,0.0,0.0
CIN,away,ARI,ARI,32.0,23.0,23.0,4.0,4.0,5.0,5.0,0.0,-1.8333385,0.9994374,0.00056260824,-0.00025594444,4.2131287e-06,1.0,2023,,,0,0.0,0.0,,,14.0,0.47847122,0.016720762,0.009270776,0.45246825,0.042026576,0.0,0.0,0.0,0.0,0.0,0.0
SF,home,DAL,DAL,36.0,120.0,120.0,4.0,4.0,7.0,14.0,-4.0,-2.4867013,0.99986947,0.00013053417,7.6713324e-05,1.5720427e-05,0.0,2023,,,0,,0.0,,,32.0,0.43888512,0.09012445,0.07152907,0.26828808,0.12680727,0.0,0.0,0.0,0.0,0.0,0.0
DAL,away,SF,DAL,68.0,11.0,11.0,4.0,4.0,18.0,-10.0,-2.0,-1.90181,3.2698776e-05,0.9999673,,,0.0,2023,,,0,,0.0,,,-32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,away,LV,LV,47.0,1528.0,3328.0,1.0,4.0,3.0,23.0,0.0,-0.62677187,0.40552804,0.59447193,-0.012956619,-0.015662223,0.0,2023,,,0,,0.0,,,0.0,0.0057577495,0.16909586,0.31508884,0.19692719,0.3025066,0.0,0.0,0.0,0.0,0.0,0.0
LV,home,GB,GB,16.0,324.0,2124.0,2.0,4.0,1.0,62.0,3.0,1.384617,0.5729226,0.4270774,0.043155253,0.060616553,0.0,2023,,,0,,0.0,,,-3.0,0.08802448,0.02418509,0.043597493,0.46918213,0.3730772,0.0,0.0,0.0,0.0,1.0,0.0
GB,away,LV,LV,29.0,1572.0,1572.0,3.0,4.0,2.0,37.0,3.0,2.3305738,0.24672766,0.75327235,0.08369695,0.07798165,0.0,2023,,,0,,0.0,,,-7.0,0.0031904264,0.07619934,0.1085764,0.6516798,0.15846659,0.0,0.0,0.0,0.0,1.0,0.0
LV,home,GB,LV,56.0,430.0,430.0,4.0,4.0,8.0,-3.0,0.0,-0.22161697,0.722711,0.27728897,-0.02054429,-0.017905772,0.0,2023,,,0,,0.0,,,4.0,0.21214569,0.14688216,0.28478065,0.14722073,0.19534811,0.0,0.0,0.0,0.0,0.0,0.0
ATL,home,HOU,ATL,54.0,1042.0,2842.0,1.0,4.0,5.0,19.0,0.0,-0.3844285,0.60887176,0.39112824,0.003156364,-0.007119,0.0,2023,,,0,,0.0,,,4.0,0.019777648,0.17700435,0.31642154,0.16966794,0.30758217,0.0,0.0,0.0,0.0,0.0,0.0
MIN,home,KC,KC,43.0,1289.0,3089.0,1.0,4.0,5.0,53.0,11.0,3.6567147,0.2937002,0.7062998,0.08789459,0.06470537,1.0,2023,0.761336,23.866398,0,2.0,0.0,,,-7.0,0.009102007,0.15540372,0.28351974,0.20079556,0.33985975,0.0,0.0,0.0,0.0,1.0,0.0
MIN,home,KC,KC,48.0,306.0,2106.0,2.0,4.0,2.0,56.0,15.0,3.2328918,0.36845222,0.6315478,0.11074379,0.09960665,0.0,2023,,,0,,0.0,,,-4.0,0.2489562,0.12054563,0.20716932,0.14770454,0.26655716,0.0,0.0,0.0,0.0,1.0,0.0
KC,away,MIN,MIN,48.0,1265.0,1265.0,3.0,4.0,1.0,74.0,0.0,4.0259075,0.78488886,0.21511114,0.09280974,0.054341495,0.0,2023,,,0,,0.0,,,7.0,0.012465069,0.15784685,0.24424253,0.16576053,0.4137029,0.0,0.0,0.0,0.0,0.0,0.0
MIN,home,KC,KC,19.0,775.0,775.0,4.0,4.0,6.0,75.0,10.0,2.7471344,0.084812984,0.915187,0.049859196,0.017652031,1.0,2023,0.4746664,52.53336,0,10.0,0.0,,,-14.0,0.011663784,0.025871858,0.05110031,0.8435937,0.06645959,0.0,0.0,0.0,0.0,1.0,0.0
